meta_prompt,vanilla_prompt,n1,obj1,n2,obj2,synthetic_prompt
"In one sentence, Describe a real scene about 2 spoon and 3 potted plant.",2 spoon and 3 potted plant,2,spoon,3,potted plant,two spoons are placed next to three potted plants on a windowsill.
"In one sentence, Describe a real scene about 2 car and 2 bed.",2 car and 2 bed,2,car,2,bed,"two cars parked in a garage, and two beds in a bedroom nearby."
"In one sentence, Describe a real scene about 2 bench and 3 clock.",2 bench and 3 clock,2,bench,3,clock,"two benches sit side-by-side in a park, with three clocks of different sizes and styles hanging on the wall behind them."
"In one sentence, Describe a real scene about 3 bird and 2 broccoli.",3 bird and 2 broccoli,3,bird,2,broccoli,three birds are perched on a branch above two broccoli plants in a garden.
"In one sentence, Describe a real scene about 3 apple and 3 handbag.",3 apple and 3 handbag,3,apple,3,handbag,three apples and three handbags are sitting on a table in a room with sunlight streaming in through the windows.
"In one sentence, Describe a real scene about 3 baseball bat and 3 donut.",3 baseball bat and 3 donut,3,baseball bat,3,donut,"three baseball bats and three donuts are laid out on a picnic blanket in a park, ready to be enjoyed by a group of friends."
"In one sentence, Describe a real scene about 3 baseball bat and 2 donut.",3 baseball bat and 2 donut,3,baseball bat,2,donut,three baseball bats are lying on the ground next to two donuts that have been split into two halves.
"In one sentence, Describe a real scene about 2 scissors and 3 airplane.",2 scissors and 3 airplane,2,scissors,3,airplane,two scissors are flying around three airplanes in a clear blue sky.
"In one sentence, Describe a real scene about 3 teddy bear and 3 scissors.",3 teddy bear and 3 scissors,3,teddy bear,3,scissors,three teddy bears are playing together on the floor while three scissors are lying nearby on the carpet.
"In one sentence, Describe a real scene about 3 wine glass and 2 fork.",3 wine glass and 2 fork,3,wine glass,2,fork,"three wine glasses filled with red wine sit on a white tablecloth, accompanied by two forks laid out neatly beside them."
"In one sentence, Describe a real scene about 2 sandwich and 3 kite.",2 sandwich and 3 kite,2,sandwich,3,kite,two people are enjoying sandwiches while three children fly kites in the nearby park.
"In one sentence, Describe a real scene about 3 toaster and 2 cup.",3 toaster and 2 cup,3,toaster,2,cup,three toasters are lined up on the countertop next to two cups filled with steaming coffee.
"In one sentence, Describe a real scene about 2 giraffe and 3 train.",2 giraffe and 3 train,2,giraffe,3,train,"two giraffes are standing near three trains, watching them pass by with curious eyes."
"In one sentence, Describe a real scene about 3 airplane and 3 bowl.",3 airplane and 3 bowl,3,airplane,3,bowl,three airplanes are flying in the sky above three bowls filled with different kinds of food.
"In one sentence, Describe a real scene about 2 book and 2 handbag.",2 book and 2 handbag,2,book,2,handbag,"two books and two handbags are sitting on a wooden table in a cozy library, inviting readers to explore their contents."
"In one sentence, Describe a real scene about 2 snowboard and 2 bicycle.",2 snowboard and 2 bicycle,2,snowboard,2,bicycle,"two snowboarders and two bicyclists are cruising down a snowy hill, enjoying the winter scenery."
"In one sentence, Describe a real scene about 3 carrot and 2 car.",3 carrot and 2 car,3,carrot,2,car,three carrots are sitting on top of two cars in a parking lot.
"In one sentence, Describe a real scene about 3 mouse and 3 sandwich.",3 mouse and 3 sandwich,3,mouse,3,sandwich,"three mice are scurrying around a kitchen counter, nibbling on three sandwiches that were left out."
"In one sentence, Describe a real scene about 2 boat and 2 orange.",2 boat and 2 orange,2,boat,2,orange,"two boats are sailing side-by-side in the ocean, each with an orange in it."
"In one sentence, Describe a real scene about 2 skateboard and 2 broccoli.",2 skateboard and 2 broccoli,2,skateboard,2,broccoli,two skateboarders ollie-ing over two broccoli heads in the park.
"In one sentence, Describe a real scene about 3 bus and 2 tennis racket.",3 bus and 2 tennis racket,3,bus,2,tennis racket,three buses parked in a lot next to two tennis rackets resting against a fence.
"In one sentence, Describe a real scene about 2 frisbee and 3 refrigerator.",2 frisbee and 3 refrigerator,2,frisbee,3,refrigerator,three people throwing frisbees in a park while two refrigerators hum in the background.
"In one sentence, Describe a real scene about 3 fire hydrant and 2 traffic light.",3 fire hydrant and 2 traffic light,3,fire hydrant,2,traffic light,"three fire hydrants are lined up along the side of the street, with two traffic lights hung above them, illuminating the area."
"In one sentence, Describe a real scene about 3 microwave and 3 couch.",3 microwave and 3 couch,3,microwave,3,couch,"three microwaves are lined up on a countertop in front of three comfy couches, creating a cozy living space."
"In one sentence, Describe a real scene about 3 tennis racket and 2 bird.",3 tennis racket and 2 bird,3,tennis racket,2,bird,"the three tennis rackets are lying on the court while two birds are perched on the net, chirping and watching the game."
"In one sentence, Describe a real scene about 2 bed and 3 zebra.",2 bed and 3 zebra,2,bed,3,zebra,"two beds are in a room, and three zebras are standing around them, watching curiously."
"In one sentence, Describe a real scene about 2 train and 2 fire hydrant.",2 train and 2 fire hydrant,2,train,2,fire hydrant,"two trains chugging along the tracks, passing two red fire hydrants on either side of the tracks."
"In one sentence, Describe a real scene about 3 kite and 3 couch.",3 kite and 3 couch,3,kite,3,couch,three colorful kites are soaring in the sky above three comfortable couches on a sunny day.
"In one sentence, Describe a real scene about 2 couch and 2 motorcycle.",2 couch and 2 motorcycle,2,couch,2,motorcycle,"two couches and two motorcycles sit side by side in a large garage, their shiny chrome and leather contrasting with each other."
"In one sentence, Describe a real scene about 3 sink and 2 person.",3 sink and 2 person,3,sink,2,person,two people are washing dishes side-by-side at three different sinks in a kitchen.
"In one sentence, Describe a real scene about 3 sheep and 3 tv.",3 sheep and 3 tv,3,sheep,3,tv,"three sheep are standing around three tvs, bleating and watching the screens intently."
"In one sentence, Describe a real scene about 3 fork and 2 refrigerator.",3 fork and 2 refrigerator,3,fork,2,refrigerator,three forks are resting on top of two refrigerators in a kitchen.
"In one sentence, Describe a real scene about 3 skis and 3 sheep.",3 skis and 3 sheep,3,skis,3,sheep,"three skis are gliding across a snowy field, while three sheep are grazing nearby."
"In one sentence, Describe a real scene about 3 kite and 2 baseball bat.",3 kite and 2 baseball bat,3,kite,2,baseball bat,"three kids are running around a park, flying colorful kites and swinging two baseball bats."
"In one sentence, Describe a real scene about 3 sports ball and 2 mouse.",3 sports ball and 2 mouse,3,sports ball,2,mouse,"three sports balls, two mice, and a lot of running and squeaking, fill the room with energy and excitement."
"In one sentence, Describe a real scene about 3 surfboard and 3 cell phone.",3 surfboard and 3 cell phone,3,surfboard,3,cell phone,"three surfboards lay on the sandy beach next to three cell phones, all glimmering in the sun."
"In one sentence, Describe a real scene about 2 broccoli and 2 microwave.",2 broccoli and 2 microwave,2,broccoli,2,microwave,"two broccoli heads are being cooked in a microwave, with one on each side of the plate."
"In one sentence, Describe a real scene about 3 surfboard and 3 knife.",3 surfboard and 3 knife,3,surfboard,3,knife,"three surfers are carrying three surfboards while three fishermen carry three knives, walking towards the beach."
"In one sentence, Describe a real scene about 3 oven and 2 fork.",3 oven and 2 fork,3,oven,2,fork,three ovens are baking a delicious meal while two forks are waiting nearby to sample it.
"In one sentence, Describe a real scene about 3 bird and 3 sandwich.",3 bird and 3 sandwich,3,bird,3,sandwich,"three birds are perched atop a picnic table, chirping and pecking at three sandwiches that have been left out for them."
"In one sentence, Describe a real scene about 3 bicycle and 3 scissors.",3 bicycle and 3 scissors,3,bicycle,3,scissors,"three people are riding their bicycles around a park, while three others are cutting paper with scissors nearby."
"In one sentence, Describe a real scene about 3 cake and 2 snowboard.",3 cake and 2 snowboard,3,cake,2,snowboard,three cakes with colorful frosting and two snowboards with bright graphics are lined up on a table in a ski lodge.
"In one sentence, Describe a real scene about 3 spoon and 3 dining table.",3 spoon and 3 dining table,3,spoon,3,dining table,"three spoons are laid on top of three dining tables, ready to be used by the diners."
"In one sentence, Describe a real scene about 2 toothbrush and 2 broccoli.",2 toothbrush and 2 broccoli,2,toothbrush,2,broccoli,two toothbrushes are sitting next to two bunches of broccoli in a kitchen sink.
"In one sentence, Describe a real scene about 3 giraffe and 3 hot dog.",3 giraffe and 3 hot dog,3,giraffe,3,hot dog,"three giraffes are standing around a picnic blanket with three hot dogs on it, looking curiously at the delicious-smelling snacks."
"In one sentence, Describe a real scene about 2 umbrella and 3 traffic light.",2 umbrella and 3 traffic light,2,umbrella,3,traffic light,"two people walking with umbrellas in the rain, waiting for three traffic lights to turn green."
"In one sentence, Describe a real scene about 3 tennis racket and 3 potted plant.",3 tennis racket and 3 potted plant,3,tennis racket,3,potted plant,"three tennis rackets are lined up against a wall, with three potted plants placed in front of them."
"In one sentence, Describe a real scene about 3 skis and 2 motorcycle.",3 skis and 2 motorcycle,3,skis,2,motorcycle,three people skiing down a mountain while two people ride motorcycles up the same path.
"In one sentence, Describe a real scene about 3 bear and 2 toilet.",3 bear and 2 toilet,3,bear,2,toilet,"three bears are standing in a bathroom, two of them looking at the two toilets in confusion."
"In one sentence, Describe a real scene about 2 cat and 2 broccoli.",2 cat and 2 broccoli,2,cat,2,broccoli,"two cats are sitting side-by-side, each curiously sniffing and pawing at two broccoli heads that are placed in front of them."
"In one sentence, Describe a real scene about 3 umbrella and 2 refrigerator.",3 umbrella and 2 refrigerator,3,umbrella,2,refrigerator,three umbrellas were propped up against two refrigerators in a kitchen.
"In one sentence, Describe a real scene about 2 toaster and 3 dining table.",2 toaster and 3 dining table,2,toaster,3,dining table,two toasters are sitting on top of three dining tables in a kitchen.
